<<<<<<< HEAD
"ridge" "grridge" "gren1.psel1" "gren1.psel2" "gren1.psel3" "gren1.psel4" "gren1.psel5" "gren1.psel7" "gren1.psel9" "gren1.psel11" "gren1.psel13" "gren1.psel15" "gren1.psel18" "gren1.psel21" "gren1.psel24" "gren1.psel27" "gren1.psel30" "gren1.psel34" "gren1.psel38" "gren1.psel42" "gren1.psel46" "gren1.psel50" "gren2.psel1" "gren2.psel2" "gren2.psel3" "gren2.psel4" "gren2.psel5" "gren2.psel7" "gren2.psel9" "gren2.psel11" "gren2.psel13" "gren2.psel15" "gren2.psel18" "gren2.psel21" "gren2.psel24" "gren2.psel27" "gren2.psel30" "gren2.psel34" "gren2.psel38" "gren2.psel42" "gren2.psel46" "gren2.psel50" "gren3.psel1" "gren3.psel2" "gren3.psel3" "gren3.psel4" "gren3.psel5" "gren3.psel7" "gren3.psel9" "gren3.psel11" "gren3.psel13" "gren3.psel15" "gren3.psel18" "gren3.psel21" "gren3.psel24" "gren3.psel27" "gren3.psel30" "gren3.psel34" "gren3.psel38" "gren3.psel42" "gren3.psel46" "gren3.psel50" "enet1.psel1" "enet1.psel2" "enet1.psel3" "enet1.psel4" "enet1.psel5" "enet1.psel7" "enet1.psel9" "enet1.psel11" "enet1.psel13" "enet1.psel15" "enet1.psel18" "enet1.psel21" "enet1.psel24" "enet1.psel27" "enet1.psel30" "enet1.psel34" "enet1.psel38" "enet1.psel42" "enet1.psel46" "enet1.psel50" "enet2.psel1" "enet2.psel2" "enet2.psel3" "enet2.psel4" "enet2.psel5" "enet2.psel7" "enet2.psel9" "enet2.psel11" "enet2.psel13" "enet2.psel15" "enet2.psel18" "enet2.psel21" "enet2.psel24" "enet2.psel27" "enet2.psel30" "enet2.psel34" "enet2.psel38" "enet2.psel42" "enet2.psel46" "enet2.psel50" "enet3.psel1" "enet3.psel2" "enet3.psel3" "enet3.psel4" "enet3.psel5" "enet3.psel7" "enet3.psel9" "enet3.psel11" "enet3.psel13" "enet3.psel15" "enet3.psel18" "enet3.psel21" "enet3.psel24" "enet3.psel27" "enet3.psel30" "enet3.psel34" "enet3.psel38" "enet3.psel42" "enet3.psel46" "enet3.psel50"
"pred22" 0.419016353374256 0.243775718612681 0.488888008539198 0.488938281348897 0.489199280609587 0.489455224218308 0.489534766565215 0.489370433437969 0.489110186161207 0.488393066065349 0.487039020610193 0.485235049396458 0.483673702635592 0.481175742320471 0.480827743574457 0.479751775032251 0.477322575265631 0.474802461324527 0.470700812041081 0.467715633592717 0.464418502894694 0.458113922787267 0.488888888888889 0.490523422177821 0.490604444181504 0.48991548716583 0.48717117193478 0.484495583524947 0.482234427136179 0.469628844883061 0.462008899435317 0.452685134119296 0.434197412708366 0.392785076110174 0.373351898846828 0.318785133260045 0.242853390176842 0.213293574314645 0.169213039349825 0.124393541435424 0.084330568600932 0.0383642883354672 0.488869353653454 0.487896463812097 0.488279778122306 0.478071002385578 0.471926565099676 0.472262641945998 0.470219316110406 0.462272245512891 0.44569772102817 0.401704365977699 0.296745139470614 0.23069897896603 0.170275000377075 0.0707722892030125 0.00931552620340938 0.000937579702980687 0.000277518676750573 0.000277201308251585 0.000277320894044081 0.000277571581231724 0.48888800971293 0.488921940925306 0.489201207617759 0.489417430727491 0.489464280768687 0.489333277332627 0.489247408184113 0.48918102625972 0.489495870883898 0.48968315024738 0.48995219966762 0.490005401431979 0.489980744255644 0.489773123655922 0.489155406814092 0.490230672531299 0.492009575686684 0.492449217173576 0.492787517915245 0.492836974604553 0.488879442214372 0.490437498670729 0.493629596915782 0.496596081808802 0.500865290654132 0.504406960481624 0.512545947976017 0.520284559670312 0.528952693920597 0.530127877963188 0.533668305268281 0.544028879260282 0.545104491173134 0.546610556195028 0.548773615573184 0.551808541003166 0.544326734807655 0.540092225852982 0.537078860577924 0.535442410153805 0.488888888888889 0.487647596077805 0.493200714925296 0.517062560734016 0.533791208379707 0.564357828533181 0.578709610114599 0.599599197970272 0.635591283682765 0.648239443150085 0.652354406806701 0.661689247319518 0.651067363291489 0.647554723585287 0.615013724274344 0.58053570093498 0.554878028444457 0.553659244830003 0.475826756697363 0.483736178463209
"pred23" 0.636215727581809 0.719188557202312 0.488894222705992 0.489216867877691 0.489598325954384 0.489680231824598 0.489660043908161 0.489874120559869 0.490418835419961 0.491660894762256 0.495073674246536 0.50100117895226 0.508515100200789 0.516185609109658 0.517108808299598 0.519606454503924 0.524316519896275 0.528591376128543 0.533853009936694 0.537278495331993 0.541086445734243 0.550626129951626 0.488888888888889 0.495730840211535 0.498466588746597 0.499715117606567 0.502974254722562 0.505139844003423 0.507068044344405 0.524434623899226 0.531171006325512 0.548955572025143 0.580581090107786 0.694379984146834 0.73593180873788 0.816099038832218 0.904408111608414 0.922047477221849 0.940750215699779 0.954095917335543 0.965868098740406 0.982895411030651 0.489007206207725 0.496789789945728 0.512037478800415 0.525316215288604 0.532697981535257 0.537736842113391 0.558549769522882 0.573878011784605 0.618927571704272 0.724785202981736 0.870623884767959 0.957048658382972 0.987561921716341 0.998375644305113 0.999962709817598 0.999999647249274 0.999999928791694 0.999999930743413 0.999999932600936 0.999999934385448 0.488894215594643 0.489182417913411 0.489600038594605 0.489694655194768 0.489674820058578 0.489726256359753 0.489785073046211 0.489859540459614 0.490062209600035 0.490281662563744 0.492694303226071 0.49474971025554 0.497204053273178 0.500232604288056 0.502635521636441 0.505473849595131 0.509364206011225 0.512049381627931 0.515279109217756 0.51663221512749 0.488946114114553 0.495538752505296 0.496936624864651 0.497762688490292 0.500988303559982 0.506496752927018 0.518511291940298 0.528388770885307 0.538458082746294 0.540411295525081 0.549807108274119 0.589619891949433 0.600329256402032 0.607294163503366 0.620548033869106 0.647033966786619 0.678713641771024 0.698840696391253 0.71171516696996 0.719385581525187 0.488888888888889 0.496292767584941 0.504856929882263 0.518976101765473 0.534531268040595 0.572116692905368 0.586635733972462 0.609081209445111 0.659257156270753 0.681879152608828 0.706974304712592 0.743415098868934 0.782505378458078 0.807507695407897 0.843029114830141 0.893776360211825 0.969535969781653 0.994190262933051 0.998430880188375 0.999292207687443
"pred24" 0.431552621964516 0.705601274835035 0.40003201530342 0.402226557870959 0.405225605058954 0.406052404243373 0.412913906991242 0.414877406995334 0.416842598511894 0.418111201153612 0.422385711264559 0.424322149146299 0.428643936867439 0.431617955987093 0.43463042632523 0.438630806165552 0.441038584963459 0.444809939794995 0.449370074222604 0.454398205533892 0.466252200930827 0.473575906501994 0.400342929199626 0.438010776078413 0.457615245389998 0.494434017512476 0.565747627669956 0.606304277814804 0.62714721792212 0.700560584925185 0.736580609679965 0.757631702453273 0.809301151834354 0.854081009897903 0.885945942667172 0.911338488466366 0.932021106165216 0.956381457389337 0.971779290299629 0.97459006754578 0.977971976002489 0.97969616107429 0.400700104238881 0.502031917802401 0.55405278093707 0.597022758079414 0.643985664191355 0.742286251354965 0.810617845840883 0.89246112904821 0.932243922421201 0.961812354066052 0.987921274387591 0.998236854635776 0.999260858762242 0.999997844747812 0.999997970308294 0.999998080273033 0.999998181302406 0.999998273360352 0.999998357413259 0.999998434408462 0.40003201530342 0.404695039861973 0.405194117867283 0.406197047871624 0.406826089003917 0.410399605186116 0.41074559537842 0.410879966581774 0.411010400497254 0.410898250475058 0.41086071303637 0.410769114266489 0.410629316579045 0.410520996289487 0.410139013959461 0.410247604864932 0.410293612753235 0.41124011680298 0.411694978822025 0.412277093661747 0.400343388648401 0.425020837632307 0.455244599973794 0.46105917953708 0.482154198853311 0.503756140781928 0.506936201914312 0.509379557037174 0.507700865101761 0.506077185872692 0.506208949859948 0.510947964281366 0.507794354502814 0.510520187790058 0.519314329933261 0.559716902207514 0.595242827109899 0.616560753712061 0.668917351052132 0.747626647151143 0.400701044201147 0.500685888020181 0.50396041627072 0.524481095454343 0.560212006205114 0.592308064393849 0.590811504662749 0.587980832736228 0.581532285596177 0.55796640901738 0.540300256308236 0.509103329908994 0.505621911022431 0.520455535376652 0.575780484453178 0.865160248605944 0.911578069549726 0.992432230185553 0.991648033635976 0.991550037057679
"pred25" 0.8812387192937 0.921171364992115 0.444447026854421 0.444543933056712 0.450086498413159 0.451779527831121 0.452395137043351 0.455129421768148 0.456044272552418 0.46221236829787 0.462998818193253 0.470691583323785 0.4752343217088 0.486258720032645 0.498348948896017 0.510233184004452 0.516326790091088 0.525907335553525 0.537792437105581 0.558979837789172 0.560700712906724 0.56856377658219 0.444470874777063 0.445278457901154 0.512995798868672 0.518032738431992 0.536390302542469 0.555240111956997 0.601566836740531 0.60904796770558 0.642537052608151 0.674643685886271 0.762751575868348 0.797185441324612 0.820888515720372 0.851888806921437 0.869132360488553 0.896468410323615 0.938442882465767 0.956618024595464 0.978137735858561 0.986963076141559 0.444547142151042 0.445809195973424 0.597068239576297 0.616113863880059 0.622008057213383 0.647605006052264 0.678976476336963 0.695512378667736 0.866921933348459 0.887194909254398 0.917596957448946 0.94117765851806 0.968605212451374 0.995502212646233 0.999557567889897 0.99991312067112 0.999911241999801 0.999909307719966 0.999907243248447 0.999905207887415 0.444447026854421 0.444543933056711 0.451285487161297 0.451595573828479 0.452256206993053 0.454253480419676 0.455336005257701 0.456079947582241 0.456539459009474 0.460732898643431 0.464375784958761 0.46971065889395 0.470983446282563 0.476625314950535 0.48112817877477 0.484898430811428 0.492882616983722 0.497026812110868 0.501647012808302 0.505539580157288 0.44447087477706 0.445278457901053 0.512919241150663 0.520866208915948 0.52909237667169 0.547739883453815 0.557126117934018 0.578149808228853 0.594435319525108 0.596044079228063 0.619136247336034 0.636575568850247 0.652135191414204 0.67000999568583 0.722062578352575 0.744888891725976 0.80163414087845 0.836477161639409 0.891528904188526 0.910399975098901 0.444547142151014 0.445809195973034 0.594076472449267 0.613717291114527 0.62742636293395 0.646963100329832 0.65692516960985 0.671333463920488 0.680021668048353 0.727558583851356 0.781532623485842 0.876188490461767 0.938892508852521 0.944554259247768 0.976722082956433 0.981475403523493 0.997231966273683 0.999604053259166 0.999601016358131 0.999813304702118
"pred26" 0.928681846497578 0.99452261561792 0.409090909090909 0.409480632478991 0.409845077278752 0.413411739487862 0.415219963920685 0.419505868747783 0.423182412989454 0.424833808408231 0.430442093262021 0.441574630356338 0.491663914066417 0.529659441992455 0.602679486137897 0.608556309241069 0.627287470505342 0.661927255506256 0.684040712939092 0.710030813015069 0.724036450203109 0.736922733889256 0.409197173633987 0.413982557038849 0.423295876960483 0.4674995938308 0.476723723035806 0.500547776677954 0.522345814603571 0.675341921138816 0.739725182878633 0.840968205800592 0.931367714911538 0.976490245638572 0.988853319981415 0.99160326898569 0.994259706825665 0.997362727499328 0.998549232890391 0.999297493075533 0.999677390317371 0.999827480911733 0.409294944996649 0.424378331469783 0.446737050933676 0.492825445104901 0.523477077275366 0.694989877357811 0.962716149577943 0.995491124689966 0.99882598088055 0.999183646514412 0.999973630762553 0.999996473264284 0.999999810308366 0.999999999933624 0.999999999997671 0.999999999999615 0.999999999999634 0.999999999999651 0.999999999999666 0.999999999999677 0.409101298950987 0.409594946813143 0.40966949373126 0.412195730431168 0.412529159599583 0.415561932728845 0.421935714500888 0.425119333380908 0.427923577998714 0.429639952315322 0.439270707904242 0.449957734786293 0.464154116775409 0.47373754133734 0.480489254932308 0.495268938309226 0.516988426186956 0.527919719543042 0.536595864181654 0.543582042499868 0.409196460009766 0.41432954508089 0.424674657708995 0.431123298115344 0.443045281097451 0.502594953324296 0.54637768645691 0.599117731519812 0.624242439253735 0.716151493817828 0.726562881050158 0.845090172011747 0.857058006689804 0.872373568979604 0.891907568621397 0.909632502493691 0.917751271379105 0.948181850930613 0.966246002031629 0.97625796731299 0.409090909090909 0.423446230467063 0.425939393183012 0.432204024065734 0.486215079745434 0.641872696677855 0.743075544417172 0.841844981077963 0.926589094335668 0.972174337481255 0.984656300263683 0.995307384111099 0.998988005593577 0.999614884371426 0.999929063975844 0.999996419394755 0.999999488744138 0.99999992911432 0.99999999958607 0.999999999831689
"pred27" 0.0633512880407617 0.0071063870478072 0.4 0.398390552487244 0.397124204376239 0.396110323461684 0.389429277088196 0.388574663875795 0.386571114351401 0.380418027734605 0.374956210107888 0.360470930393368 0.351874412920074 0.340467387704219 0.322504615640418 0.312374969155342 0.287972000580147 0.283405419118771 0.263633785507354 0.231171548087932 0.206573104011138 0.176081086970079 0.399829327659347 0.37862013916598 0.365794954924011 0.34260523480261 0.290014969299208 0.255762836205434 0.225562178548252 0.158882668974665 0.10406279035789 0.0840050809807965 0.0512205677074803 0.0416902719261108 0.0320352548630955 0.0160310258239207 0.00664364904893832 0.0017594374666816 0.000673241207030448 0.000175238184734282 3.84581802211453e-05 1.72777499952448e-05 0.399638558782786 0.333816722464146 0.291030320292715 0.281988858169734 0.218897692483188 0.120501050099923 0.0550057589323856 0.0537631950989075 0.0402513279738737 0.0161951685953572 0.0045840265581738 0.00257704165988355 6.69961596779919e-06 7.89712460894251e-10 1.14230275198181e-10 1.12825220493059e-10 1.12034208101714e-10 1.11189916439698e-10 1.10323687692633e-10 1.09626329843944e-10 0.399984476378019 0.398652848625481 0.397251039523911 0.394486982478739 0.393126868721014 0.388221500499541 0.387172957819379 0.385479259878062 0.384423710882724 0.380079207394885 0.36489013330147 0.356515831509319 0.353562733549241 0.350878530895516 0.348940621880887 0.333916847574794 0.325780205936327 0.320543496985099 0.307941566125537 0.299101982903189 0.399829098092539 0.383170352042283 0.359375262521727 0.342611584977012 0.317131776220317 0.261809436814258 0.217939722592211 0.180887378957915 0.157260333524191 0.147483914983341 0.124027096786629 0.115157200356862 0.104822851480573 0.0873958951037256 0.0687592991519685 0.0504704617047564 0.0407425751516078 0.0295523851828162 0.0230885508733475 0.0220863049523077 0.399639539672853 0.338975015569062 0.297170491010243 0.290111185867008 0.28250511083233 0.144602231910587 0.111748344884459 0.0657268994671265 0.0474285641002475 0.026374618219565 0.0180381687966817 0.0107461244876311 0.00548594902233792 0.00196299342688264 0.000360371677378958 0.000132497058712807 1.12128393368904e-06 3.22896449112353e-07 3.13930268457932e-07 3.0548234309144e-07
"pred28" 0.510782854958936 0.468668508845769 0.399981188193455 0.398757717445701 0.39741394581896 0.397270349917635 0.396252666271805 0.395524275332668 0.394380829666787 0.393893723715748 0.392822330438387 0.392267743538737 0.392171489442223 0.392562017086925 0.39285578178015 0.39349621154983 0.393716063808857 0.394172973515445 0.393485695151441 0.392458823368236 0.391295614345718 0.39034765981627 0.399798521093207 0.379675126863701 0.372267894552606 0.367025536311935 0.349393936877507 0.338021828386216 0.333847705991746 0.313044607616676 0.301265584676217 0.295945807724282 0.281274676828498 0.270285558511756 0.26746246720707 0.270533897960851 0.28251130465437 0.326077534790823 0.36568477833224 0.371040152474217 0.383335267256371 0.38725008641833 0.399588728522475 0.345378402216358 0.341066001173 0.336695488831765 0.324215010292027 0.296191354892828 0.273617684063057 0.254531927716189 0.229025457443494 0.214523649485245 0.204170345490962 0.162830855345774 0.165525956277845 0.154480481035762 0.154769221958892 0.155093415750484 0.1554784416945 0.155892141800601 0.156307017501774 0.156712275339772 0.399981188193456 0.397643645785088 0.397425838000537 0.397249338723344 0.396980625315126 0.394830900740014 0.394557745251535 0.394318768704776 0.393874252125594 0.39263517117748 0.39235101862525 0.392037897499574 0.39151593633373 0.391258474125676 0.390812011903477 0.390385591730339 0.390126224150283 0.391068445425538 0.391488631190464 0.392164832788295 0.399798251191755 0.385505547915245 0.372496939180686 0.369886532871442 0.357196133914159 0.341970119449459 0.33320833575115 0.325221723962311 0.324199265664774 0.3233697216508 0.318932144564194 0.314176694418146 0.312712403612728 0.309605139141572 0.312838378234349 0.320195262475802 0.333325471999308 0.337242569162458 0.329737428024938 0.319761856341152 0.399588176495737 0.34596930062923 0.342894812128737 0.32729208131939 0.301141203200556 0.274197852369246 0.274422060068077 0.273639966307388 0.262117957637284 0.221502180838839 0.217541356605311 0.217669894767496 0.226204038460214 0.263005218142235 0.25177521129548 0.375612336442704 0.423446406494428 0.609681352971912 0.619649102054484 0.619417720864703
"pred29" 0.0142599373474404 0.00258091283680882 0.444442138704338 0.444365331261374 0.439953813349755 0.438418540287891 0.437573427518376 0.43424809023433 0.432872690557606 0.424114098249915 0.422979649536239 0.411816976415723 0.404718488240597 0.388470572558187 0.373758563762199 0.35891360555284 0.350311553884266 0.337040224229205 0.320623117665576 0.2909342526203 0.288337384750669 0.276624314965587 0.444420845999755 0.44378060936869 0.391008024685082 0.385392219966841 0.361357767340134 0.339188885703295 0.294330647331317 0.283819506006299 0.251908463941939 0.230262139787454 0.177344975243723 0.148613745355335 0.120260061773488 0.0829700668044265 0.0635694386525127 0.0311741988443665 0.00903868067463052 0.00475076794023831 0.00139873369306258 0.000529911344695204 0.444352753300262 0.443353806148534 0.318498522527285 0.298101298879444 0.290852666138142 0.256533750679423 0.239363124443259 0.22066985344891 0.113125633507221 0.0966629914253607 0.0651565056442423 0.0387645013157241 0.00763021307559935 8.33672210072273e-05 1.12705103589392e-06 4.38750433209342e-08 4.34384657345865e-08 4.32231704337167e-08 4.30410885729875e-08 4.28506068100298e-08 0.444442138704338 0.444365331261375 0.438914642710774 0.438618167389767 0.437777889693241 0.435532950173206 0.434419467782589 0.433709967753255 0.43332611458149 0.429203900168996 0.425069652527628 0.418535097813662 0.416684692288565 0.409718168545086 0.403992661650426 0.399276378678035 0.388831914959702 0.383101860827352 0.37678009244951 0.371675412472944 0.444420845999758 0.44378060936877 0.391089062514212 0.382240602781015 0.371855883610068 0.349677073680858 0.343000093230716 0.325930962960495 0.309327270771242 0.306171541710323 0.276980688438734 0.260429898816706 0.243507764180637 0.22623264686361 0.188434640294972 0.173684124953349 0.118611864227408 0.0936693702454338 0.060190895913598 0.0486721469088469 0.444352753300287 0.443353806148843 0.32168353135374 0.302348154431294 0.291005252879952 0.273340506442845 0.258740271047191 0.245797290562467 0.24147694842891 0.205474210750841 0.171497051330259 0.102884908697665 0.0504063443705773 0.0437959990275779 0.00772347855212894 0.00545582226728733 0.000638578533027317 0.000122665100079908 0.000122498079257367 6.08968010565961e-05
"pred30" 0.342720090906727 0.517696292675981 0.409090909090909 0.408938373148314 0.408967062414889 0.408865048083413 0.408735192464001 0.408555586486981 0.40811209555993 0.407893446124439 0.407746125877557 0.408058431269281 0.409102421697371 0.409299613157606 0.410644011105657 0.410788056672757 0.410884018838932 0.41091405141773 0.411204682604463 0.411225888769053 0.41182420105161 0.412385446955627 0.409031986072313 0.406938729110334 0.407325110192229 0.4032496394601 0.401933636378491 0.398320181483995 0.394970562066607 0.395163310122664 0.3930593892461 0.388330296316478 0.376554337654909 0.378055923947638 0.37950723531076 0.382080660133259 0.398646317512901 0.430227580969609 0.448397392908769 0.452373530072737 0.455105684864229 0.444221517716084 0.408977751550022 0.403013742252369 0.403612781318506 0.398591135719888 0.390897625054841 0.373738292775681 0.363397372373791 0.351428683766702 0.366942733090248 0.365053625076557 0.456411902932364 0.560448418423946 0.544737290408312 0.416802073721568 0.389697047063833 0.392284346444609 0.390329759177891 0.389657567697189 0.389259185958187 0.389757059572445 0.409085149171831 0.408957106374514 0.408961851732636 0.409002093902182 0.40898170201179 0.408784430969861 0.408748167718642 0.408495914708744 0.408230960373232 0.408208075997425 0.408386467135341 0.408808538741006 0.409236743491976 0.409277868683009 0.409313143416068 0.408986929670654 0.408453901931209 0.408292899610965 0.407946762220514 0.407554595175328 0.409032381851428 0.406993961169443 0.407342839368673 0.4073624892965 0.407560092139171 0.403657066419787 0.399009716978186 0.401045905877128 0.401923516165655 0.403784765434847 0.404614309871607 0.41354005697892 0.414007815962151 0.410872639190735 0.407609713390176 0.408819717626325 0.410009842397644 0.406352453359629 0.405210842132886 0.394348407214708 0.409090909090909 0.402866340347554 0.403238223268189 0.403022861770671 0.402605845790758 0.39127343543016 0.394816553784584 0.399162605007573 0.419268835234474 0.422002989273499 0.433082434889206 0.461936294038312 0.471145243932329 0.475180424441904 0.458698966031297 0.386047500933368 0.346569481615503 0.293402589712471 0.185841069538903 0.17072104613422
"pred31" 0.221213777321788 0.105633520072732 0.444446822659159 0.444476834439164 0.446162223881948 0.446750369895209 0.44688134495794 0.446316776269274 0.446341542389435 0.446294646544311 0.446392974867203 0.447814821670956 0.448431919811526 0.449954407107319 0.452993227772911 0.454240394989671 0.454314660513535 0.454300838511132 0.453394951023814 0.449953044862787 0.449429133126948 0.447268274181664 0.444468784878322 0.4447204556813 0.464759189940524 0.466253317067843 0.47051791782298 0.471657508281566 0.477263890096627 0.47635638229594 0.475189879285622 0.480661711056947 0.50906160456557 0.511041530953677 0.513709133537663 0.514572544155616 0.49801472024688 0.454921412562343 0.405437181239161 0.378657632382424 0.305001964382795 0.252712253157241 0.444539021511872 0.444923519638624 0.487792096010457 0.492542383302252 0.494289312067455 0.506095090596413 0.50586257605287 0.507384016125037 0.49514887520283 0.498636414337152 0.522602267820771 0.536092560621046 0.520484688535707 0.352490300692019 0.206745004916277 0.127723323790808 0.125957959907726 0.125390874523888 0.124828711612485 0.124023960818803 0.444446822659159 0.444476834439163 0.446589566119192 0.446697562297184 0.446856352207038 0.446622110590631 0.446253121708356 0.44608790864893 0.446086733504875 0.445708594719421 0.444766894335906 0.442944446410721 0.442574528583664 0.44174035493464 0.440572516995156 0.439397730439872 0.437484092801352 0.436318448890586 0.435260432664862 0.434240248358062 0.44446878487832 0.44472045568127 0.464741372660054 0.467095182470842 0.469128233212717 0.471017133351878 0.47184510172222 0.471405008287046 0.46450746736019 0.463466428730775 0.45521167259342 0.448055670884577 0.437850837236758 0.423835853480044 0.386338777700182 0.372500684445728 0.328913861204123 0.320248955801457 0.307228219743289 0.300428135529937 0.444539021511846 0.444923519638506 0.487107536976962 0.491979231141868 0.496172652668763 0.504110768054477 0.507087050349589 0.500896871095887 0.498505486386744 0.482707206068006 0.459832534304754 0.394836049901624 0.325282765206472 0.308180813863305 0.203174979809256 0.187092387224814 0.133159576076439 0.122543196032818 0.121675964801757 0.122586676544007
"pred32" 0.140883489794507 0.0369279180280741 0.4 0.399076521139787 0.398323809648831 0.397826974745434 0.39485377454059 0.394451871203827 0.393585699177201 0.391149297617014 0.388972465904588 0.382598235606165 0.37807323768245 0.372267661754128 0.363986698706734 0.359570310904585 0.350996917068851 0.348968662113751 0.339828033693806 0.32405631649982 0.309936324958631 0.2886878101263 0.399915632532812 0.387329226354652 0.378727198059253 0.367256165436355 0.345042257424189 0.330294341486726 0.315769594444837 0.274000022635728 0.212789485860076 0.192887946700199 0.14981734323491 0.134168757595112 0.116715309615793 0.0835694710783503 0.0595630179765451 0.0323565938395987 0.0200617392373916 0.00934769315840497 0.00366229231182037 0.00219676719627771 0.399821308299392 0.357482346493913 0.326218456110021 0.321708957987704 0.295832422884439 0.242644012257396 0.167783458713354 0.166229884903774 0.150735175004334 0.0940846404579374 0.0487326534687366 0.0391479402176641 0.00263407795117116 6.53322335962026e-05 3.30819481409858e-05 3.24069537469499e-05 3.20268701861299e-05 3.16549003461176e-05 3.11238287447857e-05 3.06326260998856e-05 0.399992327139698 0.399270018086814 0.398388001188307 0.397163096352908 0.396492987892495 0.393782752852662 0.393309524799475 0.392600282534177 0.392144322655175 0.390500036386176 0.38434770207306 0.380380706171509 0.378900860907627 0.377538593496348 0.376602929325082 0.370517831597841 0.367291423730572 0.365019391660397 0.361558221523665 0.358919977968692 0.399915519039548 0.390729003940845 0.375317997033052 0.367256627430074 0.353448825925354 0.325386044071711 0.301422324817629 0.285022836557202 0.272836095048797 0.270755379162596 0.274192298807651 0.274770766424811 0.267079839831127 0.254255283829672 0.240726254480628 0.223328458771294 0.20160466459896 0.162114727592796 0.134735446385276 0.131206399012209 0.399821793354026 0.361480592651153 0.329800155176742 0.325375779562261 0.320469328040515 0.246114376883357 0.224173896229835 0.167324770256244 0.15814565741658 0.146841816942258 0.131357562605895 0.105129249740773 0.0819384725149577 0.0562061481618761 0.0224770245940641 0.0115676363279437 0.000464300455595331 0.000220395133216952 0.000216362504005329 0.000212150888268167
"pred33" 0.904591150435826 0.99150248897334 0.444443247633812 0.444400251267522 0.441973948592034 0.441407982166901 0.441351676886605 0.441180534235843 0.440845872615082 0.43981011244654 0.439896295283651 0.443002216992274 0.445815490895731 0.45495659333288 0.464157179735192 0.472902779718144 0.477889488599783 0.484841449790826 0.494271223608579 0.514818245638649 0.516689382197106 0.527077471089515 0.444432195477382 0.444073849648348 0.414232415092811 0.413709152168161 0.412336456906127 0.410046998797211 0.410706776110357 0.41870307281745 0.44244349796969 0.463388214675573 0.53651373396444 0.597617276490477 0.657693356780227 0.744865596643712 0.804705417251635 0.907477270304894 0.973806483755632 0.985868173944584 0.995787560779973 0.998388050252744 0.444396851049864 0.443837160771718 0.386087003658129 0.384375065471128 0.384337955751731 0.379373737486589 0.383624388946878 0.407359907639299 0.527192124154183 0.547747284140391 0.604413796573164 0.674153291136635 0.901755653113702 0.998922579510741 0.999984589922167 0.999999285584433 0.999999281562901 0.999999283754958 0.999999288928499 0.999999294107159 0.444443247633812 0.444400251267523 0.441525900380667 0.441436623580312 0.441361427177367 0.441362298572864 0.441645462543572 0.4418135981252 0.441822366697337 0.442690456810162 0.443813689151775 0.445119910727264 0.445954588459958 0.448637317361611 0.450859738818202 0.452815142778634 0.458520938233383 0.461746738472949 0.465332696847243 0.467872045947096 0.444432195477384 0.444073849648393 0.414244090784408 0.413415009416775 0.4127406016306 0.413732890140409 0.415323813909766 0.419444022685664 0.420497534987672 0.422164817004596 0.453977367869795 0.471316833125563 0.486991709314069 0.501169382452162 0.528701290382574 0.53758723039593 0.61650430794827 0.673434606255612 0.768684411443154 0.804180415394693 0.444396851049877 0.443837160771891 0.38640607538716 0.385668852625636 0.387778017341054 0.389728723187592 0.389732909542629 0.412448172500499 0.419387274757975 0.485747269563306 0.549543664738041 0.635921351207811 0.746883740066806 0.794190416079019 0.976817838872959 0.982444215875096 0.997121679842303 0.999202452447751 0.999199195200408 0.999535894405869
